"Step","breezy-bee-11 - train/loss","breezy-bee-11 - train/loss__MIN","breezy-bee-11 - train/loss__MAX"
"2715","0.6243","0.6243","0.6243"
"2720","0.2682","0.2682","0.2682"
"2721","0.2682","0.2682","0.2682"
"2723","0.3115","0.3115","0.3115"
"2725","0.2609","0.2609","0.2609"
"2727","0.4055","0.4055","0.4055"
"2732","0.1658","0.1658","0.1658"
"2746","0.4316","0.4316","0.4316"
"2752","0.2485","0.2485","0.2485"
"2760","1.335","1.335","1.335"
"2761","1.335","1.335","1.335"
"2762","0.8952","0.8952","0.8952"
"2765","0.2899","0.2899","0.2899"
"2768","0.3751","0.3751","0.3751"
"2771","1.6607","1.6607","1.6607"
"2772","0.1972","0.1972","0.1972"
"2773","0.1972","0.1972","0.1972"
"2778","0.5352","0.5352","0.5352"
"2788","2.0412","2.0412","2.0412"
"2796","0.2034","0.2034","0.2034"
"2801","1.1111","1.1111","1.1111"
"2805","1.8593","1.8593","1.8593"
"2807","0.6829","0.6829","0.6829"
"2809","0.2486","0.2486","0.2486"
"2815","1.0399","1.0399","1.0399"
"2817","1.1834","1.1834","1.1834"
"2818","0.8994","0.8994","0.8994"
"2819","0.8994","0.8994","0.8994"
"2822","1.901","1.901","1.901"
"2828","0.541","0.541","0.541"
"2830","0.6344","0.6344","0.6344"
"2855","0.3081","0.3081","0.3081"
"2856","0.5415","0.5415","0.5415"
"2861","0.7093","0.7093","0.7093"
"2868","0.3146","0.3146","0.3146"
"2876","0.3017","0.3017","0.3017"
"2877","0.3017","0.3017","0.3017"
"2878","0.4925","0.4925","0.4925"
"2884","0.1171","0.1171","0.1171"
"2885","0.1171","0.1171","0.1171"
"2887","0.2511","0.2511","0.2511"
"2898","0.2698","0.2698","0.2698"
"2902","2.1506","2.1506","2.1506"
"2906","0.2487","0.2487","0.2487"
"2907","0.2487","0.2487","0.2487"
"2910","0.3339","0.3339","0.3339"
"2911","0.3339","0.3339","0.3339"
"2915","1.6518","1.6518","1.6518"
"2916","0.2178","0.2178","0.2178"
"2918","0.0428","0.0428","0.0428"
"2919","0.0428","0.0428","0.0428"
"2925","2.2949","2.2949","2.2949"
"2926","1.149","1.149","1.149"
"2931","0.9758","0.9758","0.9758"
"2937","0.204","0.204","0.204"
"2938","0.6742","0.6742","0.6742"
"2940","0.6987","0.6987","0.6987"
"2950","0.5213","0.5213","0.5213"
"2952","0.1526","0.1526","0.1526"
"2953","0.1526","0.1526","0.1526"
"2954","2.3194","2.3194","2.3194"
"2965","1.281","1.281","1.281"
"2974","0.9462","0.9462","0.9462"
"2975","0.9462","0.9462","0.9462"
"2978","1.1615","1.1615","1.1615"
"2985","0.7578","0.7578","0.7578"
"2988","1.0373","1.0373","1.0373"
"2992","0.886","0.886","0.886"
"2999","0.1973","0.1973","0.1973"
"3000","0.4484","0.4484","0.4484"
"3005","1.0327","1.0327","1.0327"
"3006","1.6902","1.6902","1.6902"
"3012","1.0395","1.0395","1.0395"
"3016","0.3763","0.3763","0.3763"
"3023","0.1018","0.1018","0.1018"
"3024","0.9616","0.9616","0.9616"
"3029","1.4779","1.4779","1.4779"
"3030","0.1469","0.1469","0.1469"
"3032","1.5591","1.5591","1.5591"
"3035","1.6048","1.6048","1.6048"
"3042","0.3313","0.3313","0.3313"
"3048","0.2908","0.2908","0.2908"
"3050","0.5873","0.5873","0.5873"
"3051","0.5873","0.5873","0.5873"
"3052","0.6162","0.6162","0.6162"
"3055","0.1833","0.1833","0.1833"
"3057","1.4087","1.4087","1.4087"
"3059","0.6962","0.6962","0.6962"
"3060","1.1865","1.1865","1.1865"
"3070","0.5755","0.5755","0.5755"
"3071","0.5755","0.5755","0.5755"
"3072","2.0207","2.0207","2.0207"
"3077","2.0282","2.0282","2.0282"
"3079","1.8154","1.8154","1.8154"
"3080","0.1671","0.1671","0.1671"
"3083","0.154","0.154","0.154"
"3087","1.0208","1.0208","1.0208"
"3089","0.4762","0.4762","0.4762"
"3090","1.0719","1.0719","1.0719"
"3097","1.3747","1.3747","1.3747"
"3101","0.8524","0.8524","0.8524"
"3104","2.7509","2.7509","2.7509"
"3109","0.4198","0.4198","0.4198"
"3110","1.1378","1.1378","1.1378"
"3115","1.4389","1.4389","1.4389"
"3116","1.3155","1.3155","1.3155"
"3121","1.4598","1.4598","1.4598"
"3125","0.2309","0.2309","0.2309"
"3126","0.3105","0.3105","0.3105"
"3127","0.3105","0.3105","0.3105"
"3146","0.4515","0.4515","0.4515"
"3155","0.5416","0.5416","0.5416"
"3162","0.5488","0.5488","0.5488"
"3174","0.5658","0.5658","0.5658"
"3175","0.5658","0.5658","0.5658"
"3176","0.4476","0.4476","0.4476"
"3178","0.4247","0.4247","0.4247"
"3180","1.3558","1.3558","1.3558"
"3187","1.3133","1.3133","1.3133"
"3196","2.0594","2.0594","2.0594"
"3209","0.8901","0.8901","0.8901"
"3214","0.8426","0.8426","0.8426"
"3217","1.7338","1.7338","1.7338"
"3227","0.8233","0.8233","0.8233"
"3232","1.1029","1.1029","1.1029"
"3238","0.5856","0.5856","0.5856"
"3241","0.1089","0.1089","0.1089"
"3242","0.3059","0.3059","0.3059"
"3244","0.1421","0.1421","0.1421"
"3253","1.6684","1.6684","1.6684"
"3254","0.3443","0.3443","0.3443"
"3257","0.6636","0.6636","0.6636"
"3262","1.5931","1.5931","1.5931"
"3265","1.1117","1.1117","1.1117"
"3267","0.9806","0.9806","0.9806"
"3269","0.3588","0.3588","0.3588"
"3272","0.0968","0.0968","0.0968"
"3275","0.2662","0.2662","0.2662"
"3278","1.3177","1.3177","1.3177"
"3283","0.2378","0.2378","0.2378"
"3285","1.2308","1.2308","1.2308"
"3289","0.6663","0.6663","0.6663"
"3297","1.5381","1.5381","1.5381"
"3300","0.9049","0.9049","0.9049"
"3303","0.6447","0.6447","0.6447"
"3306","0.1967","0.1967","0.1967"
"3308","1.1546","1.1546","1.1546"
"3309","1.1546","1.1546","1.1546"
"3315","0.4516","0.4516","0.4516"
"3323","0.8668","0.8668","0.8668"
"3326","0.9057","0.9057","0.9057"
"3334","0.6015","0.6015","0.6015"
"3338","1.3135","1.3135","1.3135"
"3339","1.3135","1.3135","1.3135"
"3343","0.0605","0.0605","0.0605"
"3345","0.5976","0.5976","0.5976"
"3348","1.6328","1.6328","1.6328"
"3350","2.6753","2.6753","2.6753"
"3352","1.3019","1.3019","1.3019"
"3355","0.5775","0.5775","0.5775"
"3356","0.875","0.875","0.875"
"3359","0.1249","0.1249","0.1249"
"3360","0.7999","0.7999","0.7999"
"3361","0.7999","0.7999","0.7999"
"3365","2.0824","2.0824","2.0824"
"3369","0.5989","0.5989","0.5989"
"3373","0.9733","0.9733","0.9733"
"3374","0.4097","0.4097","0.4097"
"3385","0.3878","0.3878","0.3878"
"3393","1.9253","1.9253","1.9253"
"3400","1.0381","1.0381","1.0381"
"3401","1.0381","1.0381","1.0381"
"3404","0.1558","0.1558","0.1558"
"3408","1.2164","1.2164","1.2164"
"3413","0.6494","0.6494","0.6494"
"3414","1.4557","1.4557","1.4557"
"3420","1.1282","1.1282","1.1282"
"3426","1.8627","1.8627","1.8627"
"3430","0.7606","0.7606","0.7606"
"3431","0.7606","0.7606","0.7606"
"3438","1.2695","1.2695","1.2695"
"3445","0.3203","0.3203","0.3203"
"3449","1.4419","1.4419","1.4419"
"3452","0.451","0.451","0.451"
"3472","0.7382","0.7382","0.7382"
"3473","0.7382","0.7382","0.7382"
"3479","0.6253","0.6253","0.6253"
"3485","0.4494","0.4494","0.4494"
"3495","0.6561","0.6561","0.6561"
"3496","0.4494","0.4494","0.4494"
"3500","1.454","1.454","1.454"
"3501","1.454","1.454","1.454"
"3505","0.3568","0.3568","0.3568"
"3506","1.0373","1.0373","1.0373"
"3507","1.0373","1.0373","1.0373"
"3516","1.1851","1.1851","1.1851"
"3520","0.7229","0.7229","0.7229"
"3522","0.4663","0.4663","0.4663"
"3523","0.4663","0.4663","0.4663"
"3531","0.4628","0.4628","0.4628"
"3536","0.3119","0.3119","0.3119"
"3537","0.3119","0.3119","0.3119"
"3542","1.6587","1.6587","1.6587"
"3544","0.702","0.702","0.702"
"3560","1.0934","1.0934","1.0934"
"3562","0.6164","0.6164","0.6164"
"3564","0.5194","0.5194","0.5194"
"3568","0.5583","0.5583","0.5583"
"3578","0.8459","0.8459","0.8459"
"3590","0.1879","0.1879","0.1879"
"3598","0.9327","0.9327","0.9327"
"3599","0.9327","0.9327","0.9327"
"3612","1.1404","1.1404","1.1404"
"3613","1.1404","1.1404","1.1404"
"3614","2.2904","2.2904","2.2904"
"3615","2.2904","2.2904","2.2904"
"3616","1.2529","1.2529","1.2529"
"3619","0.8074","0.8074","0.8074"
"3621","1.8475","1.8475","1.8475"
"3623","1.1781","1.1781","1.1781"
"3625","0.618","0.618","0.618"
"3627","1.1344","1.1344","1.1344"
"3631","0.2235","0.2235","0.2235"
"3633","0.4911","0.4911","0.4911"
"3635","0.571","0.571","0.571"
"3636","0.7936","0.7936","0.7936"
"3641","0.9061","0.9061","0.9061"
"3644","1.4589","1.4589","1.4589"
"3650","1.2519","1.2519","1.2519"
"3656","1.4773","1.4773","1.4773"
"3667","0.8485","0.8485","0.8485"
"3668","1.3161","1.3161","1.3161"
"3670","2.1625","2.1625","2.1625"
"3674","0.1409","0.1409","0.1409"
"3678","0.4601","0.4601","0.4601"
"3679","0.4601","0.4601","0.4601"
"3684","0.7222","0.7222","0.7222"
"3694","0.2423","0.2423","0.2423"
"3702","1.2983","1.2983","1.2983"
"3703","1.2983","1.2983","1.2983"
"3707","0.341","0.341","0.341"
"3714","1.4896","1.4896","1.4896"
"3715","1.4896","1.4896","1.4896"
"3717","0.3524","0.3524","0.3524"
"3718","0.178","0.178","0.178"
"3726","2.4109","2.4109","2.4109"
"3729","0.8711","0.8711","0.8711"
"3732","1.1527","1.1527","1.1527"
"3733","1.1527","1.1527","1.1527"
"3735","0.2859","0.2859","0.2859"
"3737","0.7071","0.7071","0.7071"
"3739","0.229","0.229","0.229"
"3744","0.6104","0.6104","0.6104"
"3746","0.9557","0.9557","0.9557"
"3749","0.3863","0.3863","0.3863"
"3750","0.2097","0.2097","0.2097"
"3756","0.6656","0.6656","0.6656"
"3758","1.4945","1.4945","1.4945"
"3764","2.0338","2.0338","2.0338"
"3765","2.0338","2.0338","2.0338"
"3767","0.4154","0.4154","0.4154"
"3768","0.4333","0.4333","0.4333"
"3769","0.4333","0.4333","0.4333"
"3772","0.3287","0.3287","0.3287"
"3773","0.3287","0.3287","0.3287"
"3774","1.2518","1.2518","1.2518"
"3775","1.2518","1.2518","1.2518"
"3779","1.9269","1.9269","1.9269"
"3789","1.5485","1.5485","1.5485"
"3794","1.1367","1.1367","1.1367"
"3801","2.0312","2.0312","2.0312"
"3805","0.4308","0.4308","0.4308"
"3806","0.1952","0.1952","0.1952"
"3808","0.2907","0.2907","0.2907"
"3811","0.8717","0.8717","0.8717"
"3814","0.232","0.232","0.232"
"3819","0.2793","0.2793","0.2793"
"3827","1.2998","1.2998","1.2998"
"3830","1.0797","1.0797","1.0797"
"3833","0.435","0.435","0.435"
"3843","0.6877","0.6877","0.6877"
"3849","0.2528","0.2528","0.2528"
"3850","0.3293","0.3293","0.3293"
"3855","0.0457","0.0457","0.0457"
"3859","1.5463","1.5463","1.5463"
"3860","1.5937","1.5937","1.5937"
"3870","0.8274","0.8274","0.8274"
"3873","1.0469","1.0469","1.0469"
"3875","0.5181","0.5181","0.5181"
"3877","0.5714","0.5714","0.5714"
"3880","0.455","0.455","0.455"
"3885","1.2284","1.2284","1.2284"
"3886","1.0921","1.0921","1.0921"
"3891","0.627","0.627","0.627"
"3895","0.3805","0.3805","0.3805"
"3897","0.368","0.368","0.368"
"3899","0.2288","0.2288","0.2288"
"3903","0.554","0.554","0.554"
"3904","1.079","1.079","1.079"
"3905","1.079","1.079","1.079"
"3906","1.4349","1.4349","1.4349"
"3911","2.1314","2.1314","2.1314"
"3912","0.453","0.453","0.453"
"3917","0.8071","0.8071","0.8071"
"3923","1.1532","1.1532","1.1532"
"3927","1.5113","1.5113","1.5113"
"3935","0.0528","0.0528","0.0528"
"3938","0.4413","0.4413","0.4413"
"3941","1.3249","1.3249","1.3249"
"3943","1.4201","1.4201","1.4201"
"3946","0.5752","0.5752","0.5752"
"3947","0.5752","0.5752","0.5752"
"3948","2.1518","2.1518","2.1518"
"3952","0.9205","0.9205","0.9205"
"3953","0.9205","0.9205","0.9205"
"3954","0.1006","0.1006","0.1006"
"3956","0.7987","0.7987","0.7987"
"3968","0.3842","0.3842","0.3842"
"3969","0.3842","0.3842","0.3842"
"3970","1.2525","1.2525","1.2525"
"3975","0.9819","0.9819","0.9819"
"3976","0.3774","0.3774","0.3774"
"3984","0.2193","0.2193","0.2193"
"3988","0.6157","0.6157","0.6157"
"3989","0.6157","0.6157","0.6157"
"3991","1.8465","1.8465","1.8465"
"3993","1.1292","1.1292","1.1292"
"3998","1.2102","1.2102","1.2102"
"4000","0.6323","0.6323","0.6323"
"4002","0.1865","0.1865","0.1865"
"4009","0.5719","0.5719","0.5719"
"4013","1.5618","1.5618","1.5618"
"4019","1.5429","1.5429","1.5429"
"4023","0.1441","0.1441","0.1441"
"4024","0.4202","0.4202","0.4202"
"4025","0.4202","0.4202","0.4202"
"4030","0.7714","0.7714","0.7714"
"4035","2.0077","2.0077","2.0077"
"4036","1.1022","1.1022","1.1022"
"4039","0.4569","0.4569","0.4569"
"4044","0.244","0.244","0.244"
"4045","0.244","0.244","0.244"
"4047","0.4616","0.4616","0.4616"
"4048","1.1051","1.1051","1.1051"
"4051","0.4948","0.4948","0.4948"
"4058","0.6275","0.6275","0.6275"
"4059","0.6275","0.6275","0.6275"
"4074","0.0625","0.0625","0.0625"
"4081","0.2917","0.2917","0.2917"
"4082","2.3264","2.3264","2.3264"
"4085","0.2745","0.2745","0.2745"
"4088","2.3696","2.3696","2.3696"
"4089","2.3696","2.3696","2.3696"
"4090","0.2966","0.2966","0.2966"
"4094","0.734","0.734","0.734"
"4101","0.6341","0.6341","0.6341"
"4103","2.1788","2.1788","2.1788"
"4119","0.7507","0.7507","0.7507"
"4121","1.0075","1.0075","1.0075"
"4128","0.0992","0.0992","0.0992"
"4133","0.1792","0.1792","0.1792"
"4134","0.0349","0.0349","0.0349"
"4138","0.5524","0.5524","0.5524"
"4145","2.1938","2.1938","2.1938"
"4151","0.3099","0.3099","0.3099"
"4155","1.2377","1.2377","1.2377"
"4156","0.9355","0.9355","0.9355"
"4158","0.2512","0.2512","0.2512"
"4159","0.2512","0.2512","0.2512"
"4160","1.4385","1.4385","1.4385"
"4164","0.4079","0.4079","0.4079"
"4165","0.4079","0.4079","0.4079"
"4176","0.1806","0.1806","0.1806"
"4177","0.1806","0.1806","0.1806"
"4178","0.8832","0.8832","0.8832"
"4179","0.8832","0.8832","0.8832"
"4180","0.7367","0.7367","0.7367"
"4181","0.7367","0.7367","0.7367"
"4185","1.7381","1.7381","1.7381"
"4186","0.9321","0.9321","0.9321"
"4188","1.0948","1.0948","1.0948"
"4196","1.0772","1.0772","1.0772"
"4200","1.0578","1.0578","1.0578"
"4204","1.0519","1.0519","1.0519"
"4211","1.0119","1.0119","1.0119"
"4213","2.061","2.061","2.061"
"4219","1.2092","1.2092","1.2092"
"4221","0.4647","0.4647","0.4647"
"4222","0.7884","0.7884","0.7884"
"4223","0.7884","0.7884","0.7884"
"4224","0.1434","0.1434","0.1434"
"4229","0.2393","0.2393","0.2393"
"4233","0.7876","0.7876","0.7876"
"4234","1.8653","1.8653","1.8653"
"4236","1.1006","1.1006","1.1006"
"4243","1.1125","1.1125","1.1125"
"4245","0.2196","0.2196","0.2196"
"4247","0.9105","0.9105","0.9105"
"4254","0.5769","0.5769","0.5769"
"4264","1.005","1.005","1.005"
"4265","1.005","1.005","1.005"
"4268","0.9493","0.9493","0.9493"
"4269","0.9493","0.9493","0.9493"
"4271","0.1909","0.1909","0.1909"
"4284","1.4461","1.4461","1.4461"
"4288","0.078","0.078","0.078"
"4289","0.078","0.078","0.078"
"4291","0.2834","0.2834","0.2834"
"4299","0.9866","0.9866","0.9866"
"4305","0.5074","0.5074","0.5074"
"4306","0.8402","0.8402","0.8402"
"4311","0.1991","0.1991","0.1991"
"4312","1.2261","1.2261","1.2261"
"4314","1.206","1.206","1.206"
"4315","1.206","1.206","1.206"
"4317","0.5596","0.5596","0.5596"
"4318","1.6559","1.6559","1.6559"
"4323","0.1708","0.1708","0.1708"
"4325","0.1795","0.1795","0.1795"
"4333","0.5614","0.5614","0.5614"
"4356","1.2783","1.2783","1.2783"
"4360","1.2429","1.2429","1.2429"
"4370","0.6773","0.6773","0.6773"
"4374","0.3375","0.3375","0.3375"
"4378","0.9892","0.9892","0.9892"
"4382","1.4273","1.4273","1.4273"
"4392","1.0554","1.0554","1.0554"
"4396","1.1659","1.1659","1.1659"
"4399","1.4062","1.4062","1.4062"
"4406","0.4202","0.4202","0.4202"
"4408","1.3596","1.3596","1.3596"
"4411","1.3528","1.3528","1.3528"
"4413","0.1851","0.1851","0.1851"
"4414","0.8902","0.8902","0.8902"
"4416","0.1283","0.1283","0.1283"
"4424","0.4096","0.4096","0.4096"
"4429","1.0725","1.0725","1.0725"
"4439","1.243","1.243","1.243"
"4440","0.2123","0.2123","0.2123"
"4441","0.2123","0.2123","0.2123"
"4442","0.2672","0.2672","0.2672"
"4443","0.2672","0.2672","0.2672"
"4444","1.7993","1.7993","1.7993"
"4449","0.4303","0.4303","0.4303"
"4452","0.3752","0.3752","0.3752"
"4458","1.8751","1.8751","1.8751"
"4461","0.9069","0.9069","0.9069"
"4462","0.9864","0.9864","0.9864"
"4464","0.1921","0.1921","0.1921"
"4475","0.7847","0.7847","0.7847"
"4479","0.9136","0.9136","0.9136"
"4480","0.2885","0.2885","0.2885"
"4483","1.5949","1.5949","1.5949"
"4486","1.0633","1.0633","1.0633"
"4489","0.4105","0.4105","0.4105"
"4490","0.2821","0.2821","0.2821"
"4503","0.1544","0.1544","0.1544"
"4511","1.0078","1.0078","1.0078"
"4515","0.212","0.212","0.212"
"4522","0.022","0.022","0.022"
"4526","1.1522","1.1522","1.1522"
"4532","0.652","0.652","0.652"
"4536","1.3343","1.3343","1.3343"
"4545","1.359","1.359","1.359"
"4546","1.2504","1.2504","1.2504"
"4548","1.3176","1.3176","1.3176"
"4553","0.1711","0.1711","0.1711"
"4554","0.725","0.725","0.725"
"4559","1.0421","1.0421","1.0421"
"4563","0.7726","0.7726","0.7726"
"4566","1.2307","1.2307","1.2307"
"4567","1.2307","1.2307","1.2307"
"4576","0.3482","0.3482","0.3482"
"4577","0.3482","0.3482","0.3482"
"4578","1.3466","1.3466","1.3466"
"4589","2.2218","2.2218","2.2218"
"4595","1.2089","1.2089","1.2089"
"4606","0.5658","0.5658","0.5658"
"4616","0.2489","0.2489","0.2489"
"4619","1.1998","1.1998","1.1998"
"4620","1.1387","1.1387","1.1387"
"4621","1.1387","1.1387","1.1387"
"4622","1.0262","1.0262","1.0262"
"4642","0.9182","0.9182","0.9182"
"4646","0.4153","0.4153","0.4153"
"4649","0.2721","0.2721","0.2721"
"4657","1.5032","1.5032","1.5032"
"4668","0.5826","0.5826","0.5826"
"4669","0.5826","0.5826","0.5826"
"4670","1.2341","1.2341","1.2341"
"4672","1.4317","1.4317","1.4317"
"4675","0.326","0.326","0.326"
"4677","0.9527","0.9527","0.9527"
"4680","0.3442","0.3442","0.3442"
"4682","0.3168","0.3168","0.3168"
"4684","1.3795","1.3795","1.3795"
"4688","0.926","0.926","0.926"
"4692","1.0646","1.0646","1.0646"
"4693","1.0646","1.0646","1.0646"
"4697","0.8929","0.8929","0.8929"
"4707","1.3311","1.3311","1.3311"
"4708","1.7831","1.7831","1.7831"
"4720","1.2363","1.2363","1.2363"
"4725","0.5635","0.5635","0.5635"
"4727","0.4603","0.4603","0.4603"
"4728","0.5904","0.5904","0.5904"
"4732","2.2244","2.2244","2.2244"
"4733","2.2244","2.2244","2.2244"
"4735","0.5834","0.5834","0.5834"
"4741","1.4111","1.4111","1.4111"
"4746","1.1212","1.1212","1.1212"
"4747","1.1212","1.1212","1.1212"
"4752","0.3108","0.3108","0.3108"
"4756","0.9056","0.9056","0.9056"
"4759","0.6739","0.6739","0.6739"
"4778","0.7475","0.7475","0.7475"
"4780","2.227","2.227","2.227"
"4782","1.4647","1.4647","1.4647"
"4786","0.2016","0.2016","0.2016"
"4787","0.2016","0.2016","0.2016"
"4789","1.6652","1.6652","1.6652"
"4795","0.9734","0.9734","0.9734"
"4804","1.6587","1.6587","1.6587"
"4814","0.201","0.201","0.201"
"4826","0.4963","0.4963","0.4963"
"4839","0.4592","0.4592","0.4592"
"4841","1.5576","1.5576","1.5576"
"4845","0.3418","0.3418","0.3418"
"4848","1.97","1.97","1.97"
"4852","0.5352","0.5352","0.5352"
"4856","1.1633","1.1633","1.1633"
"4867","1.0127","1.0127","1.0127"
"4868","1.4077","1.4077","1.4077"
"4869","1.4077","1.4077","1.4077"
"4870","0.5232","0.5232","0.5232"
"4871","0.5232","0.5232","0.5232"
"4872","0.4452","0.4452","0.4452"
"4878","0.602","0.602","0.602"
"4879","0.602","0.602","0.602"
"4881","0.9197","0.9197","0.9197"
"4883","0.2887","0.2887","0.2887"
"4886","0.9675","0.9675","0.9675"
"4897","0.1639","0.1639","0.1639"
"4900","0.8412","0.8412","0.8412"
"4901","0.8412","0.8412","0.8412"
"4904","0.2964","0.2964","0.2964"
"4906","0.6514","0.6514","0.6514"
"4908","0.141","0.141","0.141"
"4914","0.1577","0.1577","0.1577"
"4915","0.1577","0.1577","0.1577"
"4916","1.0439","1.0439","1.0439"
"4922","0.0374","0.0374","0.0374"
"4926","0.7614","0.7614","0.7614"
"4929","1.2464","1.2464","1.2464"
"4930","1.4878","1.4878","1.4878"
"4936","1.1303","1.1303","1.1303"
"4942","1.294","1.294","1.294"
"4943","1.294","1.294","1.294"
"4945","0.5023","0.5023","0.5023"
"4947","0.5669","0.5669","0.5669"
"4948","0.2112","0.2112","0.2112"
"4956","0.9285","0.9285","0.9285"
"4969","1.0564","1.0564","1.0564"
"4973","1.6141","1.6141","1.6141"
"4974","1.0951","1.0951","1.0951"
"4983","0.3545","0.3545","0.3545"
"4990","0.3211","0.3211","0.3211"
"5002","1.0116","1.0116","1.0116"
"5006","1.6519","1.6519","1.6519"
"5016","0.1746","0.1746","0.1746"
"5025","0.3045","0.3045","0.3045"
"5026","1.385","1.385","1.385"
"5032","0.8482","0.8482","0.8482"
"5035","0.6634","0.6634","0.6634"
"5050","0.1437","0.1437","0.1437"
"5055","0.3447","0.3447","0.3447"
"5057","0.6179","0.6179","0.6179"
"5060","0.8726","0.8726","0.8726"
"5061","0.8726","0.8726","0.8726"
"5066","0.2644","0.2644","0.2644"
"5068","1.0277","1.0277","1.0277"
"5069","1.0277","1.0277","1.0277"
"5071","0.2704","0.2704","0.2704"
"5072","0.2526","0.2526","0.2526"
"5078","2.1463","2.1463","2.1463"
"5083","0.7281","0.7281","0.7281"
"5084","0.8092","0.8092","0.8092"
"5085","0.8092","0.8092","0.8092"
"5088","1.4774","1.4774","1.4774"
"5095","1.5448","1.5448","1.5448"
"5097","0.9369","0.9369","0.9369"
"5100","0.9311","0.9311","0.9311"
"5102","0.2321","0.2321","0.2321"
"5103","0.2321","0.2321","0.2321"
"5104","0.7355","0.7355","0.7355"
"5105","0.7355","0.7355","0.7355"
"5113","1.1595","1.1595","1.1595"
"5123","0.0693","0.0693","0.0693"
"5124","0.5381","0.5381","0.5381"
"5130","0.3211","0.3211","0.3211"
"5131","0.3211","0.3211","0.3211"
"5136","0.1544","0.1544","0.1544"
"5140","0.8883","0.8883","0.8883"
"5143","0.3725","0.3725","0.3725"
"5144","1.4276","1.4276","1.4276"
"5145","1.4276","1.4276","1.4276"
"5146","0.5003","0.5003","0.5003"
"5149","1.7073","1.7073","1.7073"
"5152","0.4507","0.4507","0.4507"
"5155","0.5169","0.5169","0.5169"
"5163","0.8271","0.8271","0.8271"
"5164","0.3221","0.3221","0.3221"
"5165","0.3221","0.3221","0.3221"
"5166","0.679","0.679","0.679"
"5167","0.679","0.679","0.679"
"5173","0.3018","0.3018","0.3018"
"5174","0.1279","0.1279","0.1279"
"5175","0.1279","0.1279","0.1279"
"5176","0.2383","0.2383","0.2383"
"5180","2.0347","2.0347","2.0347"
"5188","2.8272","2.8272","2.8272"
"5191","0.2814","0.2814","0.2814"
"5193","0.4441","0.4441","0.4441"
"5196","0.4697","0.4697","0.4697"
"5201","0.4411","0.4411","0.4411"
"5203","0.5673","0.5673","0.5673"
"5204","1.104","1.104","1.104"
"5205","1.104","1.104","1.104"
"5207","2.622","2.622","2.622"
"5212","0.7576","0.7576","0.7576"
